#energy Ti-O-Ti Ti-O-Si Si-O-Si total
-537.69458 0.01856 0.06818 0.04184 0.12858
-537.67458 0.01959 0.07137 0.04146 0.13242
-537.65458 0.02066 0.07465 0.04100 0.13631
-537.63458 0.02178 0.07799 0.04048 0.14025
-537.61458 0.02294 0.08141 0.03989 0.14424
-537.59458 0.02415 0.08490 0.03924 0.14829
-537.57458 0.02541 0.08844 0.03852 0.15238
-537.55458 0.02673 0.09204 0.03776 0.15652
-537.53458 0.02810 0.09568 0.03694 0.16072
-537.51458 0.02953 0.09935 0.03608 0.16496
-537.49458 0.03103 0.10306 0.03517 0.16926
-537.47458 0.03258 0.10679 0.03423 0.17361
-537.45458 0.03421 0.11053 0.03327 0.17801
-537.43458 0.03590 0.11428 0.03228 0.18246
-537.41458 0.03767 0.11802 0.03127 0.18697
-537.39458 0.03952 0.12175 0.03025 0.19152
-537.37458 0.04144 0.12546 0.02923 0.19613
-537.35458 0.04345 0.12914 0.02821 0.20079
-537.33458 0.04554 0.13277 0.02719 0.20550
-537.31458 0.04772 0.13636 0.02618 0.21026
-537.29458 0.04999 0.13989 0.02519 0.21507
-537.27458 0.05236 0.14335 0.02422 0.21993
-537.25458 0.05482 0.14674 0.02327 0.22483
-537.23458 0.05738 0.15004 0.02236 0.22978
-537.21458 0.06004 0.15325 0.02147 0.23477
-537.19458 0.06281 0.15637 0.02063 0.23981
-537.17458 0.06568 0.15938 0.01982 0.24488
-537.15458 0.06866 0.16228 0.01905 0.24998
-537.13458 0.07174 0.16505 0.01833 0.25512
-537.11458 0.07493 0.16771 0.01765 0.26028
-537.09458 0.07822 0.17023 0.01701 0.26547
-537.07458 0.08162 0.17262 0.01642 0.27067
-537.05458 0.08513 0.17487 0.01588 0.27588
-537.03458 0.08874 0.17697 0.01538 0.28109
-537.01458 0.09245 0.17893 0.01493 0.28630
-536.99458 0.09625 0.18073 0.01451 0.29149
-536.97458 0.10015 0.18238 0.01414 0.29667
-536.95458 0.10413 0.18387 0.01381 0.30182
-536.93458 0.10820 0.18521 0.01352 0.30693
-536.91458 0.11235 0.18638 0.01326 0.31199
-536.89458 0.11656 0.18739 0.01303 0.31699
-536.87458 0.12084 0.18824 0.01283 0.32191
-536.85458 0.12517 0.18893 0.01266 0.32676
-536.83458 0.12955 0.18945 0.01251 0.33151
-536.81458 0.13396 0.18981 0.01238 0.33614
-536.79458 0.13840 0.19001 0.01226 0.34066
-536.77458 0.14285 0.19004 0.01216 0.34504
-536.75458 0.14730 0.18991 0.01206 0.34927
-536.73458 0.15174 0.18962 0.01197 0.35333
-536.71458 0.15615 0.18917 0.01189 0.35721
-536.69458 0.16053 0.18856 0.01181 0.36090
-536.67458 0.16486 0.18780 0.01172 0.36437
-536.65458 0.16912 0.18688 0.01163 0.36763
-536.63458 0.17329 0.18581 0.01153 0.37064
-536.61458 0.17737 0.18459 0.01143 0.37339
-536.59458 0.18134 0.18322 0.01131 0.37588
-536.57458 0.18518 0.18171 0.01118 0.37808
-536.55458 0.18888 0.18006 0.01104 0.37999
-536.53458 0.19242 0.17827 0.01089 0.38158
-536.51458 0.19578 0.17635 0.01072 0.38285
-536.49458 0.19895 0.17430 0.01054 0.38379
-536.47458 0.20192 0.17212 0.01034 0.38438
-536.45458 0.20467 0.16981 0.01013 0.38461
-536.43458 0.20719 0.16739 0.00990 0.38447
-536.41458 0.20946 0.16485 0.00965 0.38397
-536.39458 0.21147 0.16220 0.00940 0.38308
-536.37458 0.21322 0.15945 0.00913 0.38180
-536.35458 0.21468 0.15660 0.00885 0.38014
-536.33458 0.21586 0.15366 0.00856 0.37808
-536.31458 0.21674 0.15062 0.00826 0.37562
-536.29458 0.21731 0.14750 0.00796 0.37277
-536.27458 0.21757 0.14431 0.00764 0.36952
-536.25458 0.21752 0.14104 0.00733 0.36588
-536.23458 0.21715 0.13770 0.00701 0.36185
-536.21458 0.21646 0.13431 0.00668 0.35745
-536.19458 0.21545 0.13086 0.00636 0.35267
-536.17458 0.21412 0.12736 0.00604 0.34752
-536.15458 0.21248 0.12383 0.00572 0.34202
-536.13458 0.21052 0.12026 0.00541 0.33619
-536.11458 0.20827 0.11666 0.00510 0.33002
-536.09458 0.20572 0.11304 0.00479 0.32355
-536.07458 0.20288 0.10941 0.00449 0.31678
-536.05458 0.19976 0.10576 0.00421 0.30973
-536.03458 0.19638 0.10212 0.00393 0.30243
-536.01458 0.19275 0.09849 0.00366 0.29489
-535.99458 0.18888 0.09487 0.00340 0.28714
-535.97458 0.18479 0.09126 0.00315 0.27919
-535.95458 0.18049 0.08768 0.00291 0.27108
-535.93458 0.17600 0.08414 0.00268 0.26282
-535.91458 0.17135 0.08063 0.00247 0.25444
-535.89458 0.16654 0.07716 0.00226 0.24596
-535.87458 0.16159 0.07374 0.00207 0.23740
-535.85458 0.15653 0.07038 0.00189 0.22880
-535.83458 0.15138 0.06708 0.00172 0.22017
-535.81458 0.14614 0.06384 0.00156 0.21154
-535.79458 0.14086 0.06067 0.00142 0.20294
-535.77458 0.13553 0.05757 0.00128 0.19438
-535.75458 0.13018 0.05455 0.00115 0.18588
-535.73458 0.12483 0.05161 0.00104 0.17748
-535.71458 0.11949 0.04876 0.00093 0.16918
-535.69458 0.11419 0.04599 0.00083 0.16101
-535.67458 0.10893 0.04331 0.00074 0.15299
-535.65458 0.10374 0.04073 0.00066 0.14513
-535.63458 0.09862 0.03823 0.00059 0.13745
-535.61458 0.09360 0.03583 0.00052 0.12995
-535.59458 0.08868 0.03353 0.00046 0.12267
-535.57458 0.08386 0.03132 0.00041 0.11559
-535.55458 0.07918 0.02921 0.00036 0.10875
-535.53458 0.07462 0.02720 0.00031 0.10213
-535.51458 0.07021 0.02528 0.00027 0.09575
-535.49458 0.06594 0.02345 0.00024 0.08962
-535.47458 0.06182 0.02172 0.00021 0.08374
-535.45458 0.05785 0.02008 0.00018 0.07811
-535.43458 0.05405 0.01853 0.00016 0.07274
-535.41458 0.05041 0.01707 0.00014 0.06761
-535.39458 0.04693 0.01570 0.00012 0.06274
-535.37458 0.04361 0.01441 0.00010 0.05812
-535.35458 0.04046 0.01320 0.00009 0.05374
-535.33458 0.03747 0.01207 0.00007 0.04961
-535.31458 0.03463 0.01101 0.00006 0.04571
-535.29458 0.03196 0.01003 0.00005 0.04205
-535.27458 0.02944 0.00912 0.00005 0.03861
-535.25458 0.02707 0.00828 0.00004 0.03538
-535.23458 0.02485 0.00750 0.00003 0.03237
-535.21458 0.02276 0.00678 0.00003 0.02957
-535.19458 0.02082 0.00611 0.00002 0.02695
-535.17458 0.01901 0.00550 0.00002 0.02453
-535.15458 0.01732 0.00494 0.00002 0.02228
-535.13458 0.01576 0.00443 0.00001 0.02020
-535.11458 0.01431 0.00397 0.00001 0.01829
-535.09458 0.01297 0.00354 0.00001 0.01652
-535.07458 0.01173 0.00316 0.00001 0.01490
-535.05458 0.01059 0.00281 0.00001 0.01341
-535.03458 0.00955 0.00249 0.00001 0.01205
-535.01458 0.00859 0.00221 0.00000 0.01080
-534.99458 0.00772 0.00195 0.00000 0.00967
-534.97458 0.00692 0.00172 0.00000 0.00864
-534.95458 0.00619 0.00151 0.00000 0.00771
-534.93458 0.00553 0.00133 0.00000 0.00686
-534.91458 0.00493 0.00116 0.00000 0.00609
-534.89458 0.00439 0.00102 0.00000 0.00540
-534.87458 0.00389 0.00089 0.00000 0.00478
-534.85458 0.00345 0.00077 0.00000 0.00423
-534.83458 0.00305 0.00067 0.00000 0.00373
-534.81458 0.00270 0.00058 0.00000 0.00328
-534.79458 0.00238 0.00050 0.00000 0.00288
-534.77458 0.00209 0.00043 0.00000 0.00253
-534.75458 0.00184 0.00037 0.00000 0.00221
-534.73458 0.00161 0.00032 0.00000 0.00193
-534.71458 0.00141 0.00028 0.00000 0.00168
-534.69458 0.00123 0.00024 0.00000 0.00146
-534.67458 0.00107 0.00020 0.00000 0.00127
-534.65458 0.00093 0.00017 0.00000 0.00110
-534.63458 0.00081 0.00015 0.00000 0.00095
-534.61458 0.00070 0.00012 0.00000 0.00082
-534.59458 0.00060 0.00010 0.00000 0.00071
-534.57458 0.00052 0.00009 0.00000 0.00061
-534.55458 0.00045 0.00007 0.00000 0.00052
-534.53458 0.00038 0.00006 0.00000 0.00045
-534.51458 0.00033 0.00005 0.00000 0.00038
-534.49458 0.00028 0.00004 0.00000 0.00033
-534.47458 0.00024 0.00004 0.00000 0.00028
-534.45458 0.00020 0.00003 0.00000 0.00024
