#energy Ti-O-Ti Ti-O-Si Si-O-Si total
-537.36450 0.04751 0.16383 0.06578 0.27711
-537.34450 0.04894 0.16724 0.06265 0.27882
-537.32450 0.05040 0.17051 0.05956 0.28048
-537.30450 0.05192 0.17363 0.05652 0.28207
-537.28450 0.05348 0.17658 0.05354 0.28360
-537.26450 0.05510 0.17936 0.05063 0.28509
-537.24450 0.05678 0.18196 0.04780 0.28653
-537.22450 0.05851 0.18438 0.04504 0.28793
-537.20450 0.06032 0.18661 0.04236 0.28929
-537.18450 0.06219 0.18864 0.03978 0.29061
-537.16450 0.06414 0.19048 0.03728 0.29191
-537.14450 0.06617 0.19213 0.03488 0.29317
-537.12450 0.06827 0.19357 0.03257 0.29441
-537.10450 0.07046 0.19480 0.03037 0.29563
-537.08450 0.07273 0.19584 0.02826 0.29683
-537.06450 0.07508 0.19667 0.02625 0.29800
-537.04450 0.07752 0.19729 0.02434 0.29915
-537.02450 0.08003 0.19771 0.02253 0.30027
-537.00450 0.08262 0.19793 0.02081 0.30136
-536.98450 0.08528 0.19794 0.01919 0.30242
-536.96450 0.08802 0.19776 0.01767 0.30344
-536.94450 0.09081 0.19737 0.01623 0.30441
-536.92450 0.09365 0.19679 0.01489 0.30533
-536.90450 0.09654 0.19602 0.01363 0.30619
-536.88450 0.09947 0.19505 0.01245 0.30698
-536.86450 0.10242 0.19390 0.01136 0.30768
-536.84450 0.10538 0.19257 0.01034 0.30829
-536.82450 0.10834 0.19105 0.00939 0.30879
-536.80450 0.11129 0.18936 0.00852 0.30917
-536.78450 0.11421 0.18750 0.00771 0.30941
-536.76450 0.11708 0.18547 0.00697 0.30951
-536.74450 0.11989 0.18328 0.00628 0.30945
-536.72450 0.12263 0.18093 0.00565 0.30921
-536.70450 0.12527 0.17844 0.00508 0.30878
-536.68450 0.12780 0.17580 0.00455 0.30815
-536.66450 0.13020 0.17303 0.00407 0.30730
-536.64450 0.13246 0.17013 0.00363 0.30623
-536.62450 0.13457 0.16711 0.00324 0.30492
-536.60450 0.13650 0.16398 0.00288 0.30336
-536.58450 0.13824 0.16075 0.00255 0.30154
-536.56450 0.13978 0.15742 0.00226 0.29947
-536.54450 0.14111 0.15401 0.00200 0.29712
-536.52450 0.14221 0.15053 0.00176 0.29450
-536.50450 0.14307 0.14698 0.00155 0.29160
-536.48450 0.14370 0.14337 0.00136 0.28843
-536.46450 0.14407 0.13972 0.00119 0.28499
-536.44450 0.14419 0.13603 0.00105 0.28127
-536.42450 0.14405 0.13232 0.00091 0.27728
-536.40450 0.14364 0.12860 0.00079 0.27304
-536.38450 0.14298 0.12487 0.00069 0.26854
-536.36450 0.14206 0.12114 0.00060 0.26380
-536.34450 0.14088 0.11743 0.00052 0.25883
-536.32450 0.13944 0.11374 0.00045 0.25363
-536.30450 0.13776 0.11009 0.00039 0.24823
-536.28450 0.13585 0.10647 0.00033 0.24265
-536.26450 0.13370 0.10289 0.00028 0.23688
-536.24450 0.13134 0.09937 0.00024 0.23096
-536.22450 0.12878 0.09591 0.00021 0.22490
-536.20450 0.12602 0.09252 0.00018 0.21871
-536.18450 0.12308 0.08919 0.00015 0.21242
-536.16450 0.11998 0.08594 0.00013 0.20605
-536.14450 0.11673 0.08277 0.00011 0.19960
-536.12450 0.11334 0.07968 0.00009 0.19311
-536.10450 0.10985 0.07666 0.00008 0.18659
-536.08450 0.10625 0.07374 0.00006 0.18005
-536.06450 0.10257 0.07090 0.00005 0.17352
-536.04450 0.09883 0.06814 0.00005 0.16702
-536.02450 0.09504 0.06547 0.00004 0.16055
-536.00450 0.09121 0.06289 0.00003 0.15413
-535.98450 0.08737 0.06039 0.00003 0.14778
-535.96450 0.08353 0.05797 0.00002 0.14152
-535.94450 0.07970 0.05563 0.00002 0.13535
-535.92450 0.07590 0.05337 0.00001 0.12928
-535.90450 0.07214 0.05118 0.00001 0.12334
-535.88450 0.06843 0.04908 0.00001 0.11752
-535.86450 0.06479 0.04704 0.00001 0.11183
-535.84450 0.06121 0.04507 0.00001 0.10629
-535.82450 0.05773 0.04316 0.00001 0.10090
-535.80450 0.05433 0.04132 0.00000 0.09566
-535.78450 0.05104 0.03954 0.00000 0.09059
-535.76450 0.04785 0.03782 0.00000 0.08567
-535.74450 0.04477 0.03615 0.00000 0.08093
-535.72450 0.04181 0.03454 0.00000 0.07636
-535.70450 0.03897 0.03298 0.00000 0.07195
-535.68450 0.03625 0.03147 0.00000 0.06772
-535.66450 0.03365 0.03000 0.00000 0.06366
-535.64450 0.03118 0.02858 0.00000 0.05976
-535.62450 0.02883 0.02721 0.00000 0.05604
-535.60450 0.02661 0.02587 0.00000 0.05248
-535.58450 0.02451 0.02458 0.00000 0.04909
-535.56450 0.02253 0.02333 0.00000 0.04586
-535.54450 0.02067 0.02212 0.00000 0.04279
-535.52450 0.01892 0.02095 0.00000 0.03987
-535.50450 0.01729 0.01982 0.00000 0.03711
-535.48450 0.01577 0.01872 0.00000 0.03449
-535.46450 0.01435 0.01766 0.00000 0.03202
-535.44450 0.01303 0.01664 0.00000 0.02968
-535.42450 0.01182 0.01566 0.00000 0.02748
-535.40450 0.01069 0.01472 0.00000 0.02540
-535.38450 0.00965 0.01381 0.00000 0.02346
-535.36450 0.00869 0.01293 0.00000 0.02163
-535.34450 0.00782 0.01210 0.00000 0.01991
-535.32450 0.00701 0.01130 0.00000 0.01831
-535.30450 0.00628 0.01053 0.00000 0.01681
-535.28450 0.00561 0.00980 0.00000 0.01541
-535.26450 0.00500 0.00911 0.00000 0.01411
-535.24450 0.00445 0.00845 0.00000 0.01290
-535.22450 0.00396 0.00782 0.00000 0.01177
-535.20450 0.00351 0.00723 0.00000 0.01073
-535.18450 0.00310 0.00666 0.00000 0.00976
-535.16450 0.00274 0.00614 0.00000 0.00887
-535.14450 0.00241 0.00564 0.00000 0.00805
-535.12450 0.00212 0.00517 0.00000 0.00729
-535.10450 0.00186 0.00473 0.00000 0.00659
-535.08450 0.00162 0.00432 0.00000 0.00595
-535.06450 0.00142 0.00394 0.00000 0.00536
-535.04450 0.00124 0.00359 0.00000 0.00482
-535.02450 0.00107 0.00326 0.00000 0.00433
-535.00450 0.00093 0.00295 0.00000 0.00388
-534.98450 0.00081 0.00267 0.00000 0.00348
-534.96450 0.00070 0.00241 0.00000 0.00311
-534.94450 0.00060 0.00217 0.00000 0.00277
-534.92450 0.00052 0.00195 0.00000 0.00247
-534.90450 0.00044 0.00175 0.00000 0.00219
-534.88450 0.00038 0.00156 0.00000 0.00194
-534.86450 0.00032 0.00140 0.00000 0.00172
-534.84450 0.00028 0.00124 0.00000 0.00152
-534.82450 0.00024 0.00111 0.00000 0.00134
-534.80450 0.00020 0.00098 0.00000 0.00118
-534.78450 0.00017 0.00087 0.00000 0.00104
-534.76450 0.00014 0.00077 0.00000 0.00091
-534.74450 0.00012 0.00068 0.00000 0.00080
-534.72450 0.00010 0.00059 0.00000 0.00069
-534.70450 0.00009 0.00052 0.00000 0.00061
-534.68450 0.00007 0.00046 0.00000 0.00053
-534.66450 0.00006 0.00040 0.00000 0.00046
-534.64450 0.00005 0.00035 0.00000 0.00040
-534.62450 0.00004 0.00030 0.00000 0.00034
-534.60450 0.00003 0.00026 0.00000 0.00030
-534.58450 0.00003 0.00023 0.00000 0.00025
-534.56450 0.00002 0.00020 0.00000 0.00022
-534.54450 0.00002 0.00017 0.00000 0.00019
-534.52450 0.00002 0.00014 0.00000 0.00016
