# x	0	0.1	0.16	0.23	0.33	0.53	0.59	0.77	1
# area 2.966   2.352 2.305 2.000 1.973 1.433 1.478 1.600 1.574
530.2668	0.013	0.1151	0.2115	0.3175	0.4644	0.5286	0.631	0.8331	0.7373
530.2896	0.0135	0.1188	0.2177	0.3269	0.4719	0.5309	0.629	0.8213	0.7124
530.2942	0.0138	0.1197	0.2201	0.3279	0.473	0.5313	0.6286	0.8192	0.7077
530.3033	0.0141	0.1207	0.2225	0.3319	0.4762	0.5319	0.6278	0.8138	0.6966
530.3124	0.0143	0.1225	0.225	0.3349	0.4783	0.5324	0.6264	0.8094	0.6863
530.3216	0.0146	0.1234	0.2286	0.3378	0.4815	0.5329	0.6254	0.8038	0.6792
530.358	0.0157	0.1288	0.2407	0.3506	0.4918	0.5343	0.6207	0.7846	0.6505
530.3626	0.0157	0.1297	0.242	0.3516	0.4928	0.5344	0.6196	0.7823	0.6441
530.3854	0.0165	0.1334	0.2493	0.3597	0.4987	0.5346	0.616	0.7704	0.5931
530.39	0.0165	0.1343	0.2505	0.3617	0.4997	0.5346	0.6153	0.7683	0.6021
530.3945	0.0168	0.1343	0.2517	0.3637	0.5016	0.5346	0.6147	0.7651	0.6182
530.3991	0.0168	0.1353	0.2529	0.3647	0.5026	0.5346	0.6134	0.7629	0.6237
530.4128	0.0174	0.1372	0.2578	0.3696	0.5054	0.5343	0.6106	0.7554	0.6037
530.4173	0.0174	0.1382	0.259	0.3706	0.5063	0.5342	0.61	0.7532	0.5927
530.4219	0.0177	0.1392	0.2602	0.3725	0.5072	0.5341	0.6085	0.751	0.5851
530.4265	0.0177	0.1402	0.2614	0.3734	0.5081	0.5339	0.6078	0.7488	0.5742
530.431	0.018	0.1412	0.2626	0.3753	0.51	0.5338	0.6064	0.7455	0.5646
530.4584	0.0187	0.1454	0.271	0.3825	0.5153	0.5324	0.5998	0.7284	0.5367
530.4629	0.019	0.1465	0.2722	0.3843	0.5161	0.5322	0.599	0.726	0.5337
530.4766	0.0194	0.1497	0.277	0.3878	0.5187	0.5313	0.5953	0.7166	0.5196
530.4994	0.0202	0.1541	0.2844	0.394	0.5228	0.5297	0.5894	0.7002	0.494
530.504	0.0202	0.1552	0.2857	0.3948	0.5236	0.5294	0.5886	0.6979	0.4899
530.5131	0.0206	0.1574	0.2882	0.3975	0.5252	0.5283	0.5863	0.691	0.4815
530.5268	0.021	0.1595	0.292	0.4012	0.5276	0.5273	0.5823	0.682	0.4713
530.5405	0.0214	0.1627	0.2959	0.4059	0.5299	0.5255	0.5789	0.6732	0.4625
530.5587	0.0219	0.1659	0.3023	0.4116	0.533	0.523	0.5743	0.6599	0.4475
530.5724	0.0224	0.1691	0.3062	0.4164	0.5353	0.5211	0.5703	0.6497	0.4354
530.577	0.0229	0.1702	0.3074	0.4174	0.536	0.5204	0.5693	0.6461	0.4333
530.5815	0.0229	0.1702	0.3087	0.4194	0.5368	0.5196	0.5682	0.6425	0.429
530.5861	0.0229	0.1713	0.31	0.4204	0.5376	0.5188	0.5672	0.6401	0.4246
530.5952	0.0234	0.1734	0.3137	0.4233	0.5391	0.5176	0.5641	0.634	0.4157
530.5998	0.0234	0.1745	0.3149	0.4253	0.5398	0.5172	0.563	0.6304	0.4134
530.618	0.0245	0.1789	0.3198	0.4303	0.5428	0.515	0.558	0.6179	0.3958
530.6363	0.025	0.1823	0.3258	0.4363	0.5458	0.5126	0.5535	0.606	0.3819
530.6499	0.0256	0.1857	0.3306	0.4412	0.5479	0.5111	0.5497	0.598	0.3719
530.6545	0.0262	0.1869	0.3318	0.4422	0.5486	0.5105	0.5484	0.5954	0.3689
530.6636	0.0262	0.1892	0.3342	0.4451	0.55	0.5095	0.5459	0.591	0.3632
530.6682	0.0269	0.1904	0.3354	0.447	0.5507	0.5083	0.5447	0.5877	0.3605
530.6819	0.0275	0.194	0.339	0.4508	0.5527	0.5066	0.5403	0.5823	0.3523
530.6864	0.0275	0.194	0.3414	0.4527	0.5534	0.506	0.5391	0.5804	0.3496
530.6956	0.0282	0.1964	0.3438	0.4555	0.5547	0.5047	0.5361	0.5741	0.344
530.7229	0.0296	0.2025	0.3524	0.4637	0.5584	0.5	0.526	0.5621	0.3251
530.7275	0.0296	0.2037	0.3536	0.4647	0.559	0.4993	0.5252	0.5594	0.3226
530.7412	0.0304	0.2074	0.3586	0.4683	0.5602	0.4971	0.5198	0.5509	0.3144
530.764	0.032	0.2122	0.3662	0.4754	0.5631	0.4928	0.5118	0.5416	0.3014
530.7685	0.032	0.2134	0.3688	0.4763	0.5637	0.4921	0.5107	0.5383	0.3001
530.7822	0.0328	0.2169	0.374	0.4798	0.5654	0.4893	0.506	0.5314	0.2921
530.7913	0.0337	0.2193	0.3779	0.4825	0.5665	0.4879	0.5035	0.5241	0.288
530.7959	0.0337	0.2205	0.3793	0.4834	0.5665	0.4872	0.5022	0.5241	0.2852
530.8005	0.0346	0.2217	0.3806	0.4842	0.5671	0.4866	0.5009	0.5203	0.2838
530.8187	0.0355	0.2252	0.3886	0.4896	0.5694	0.4834	0.4951	0.5126	0.2754
530.8506	0.0383	0.2341	0.4008	0.4976	0.5739	0.4792	0.487	0.4926	0.262
530.8552	0.0393	0.2341	0.4021	0.4985	0.5746	0.478	0.4852	0.4886	0.2595
530.8689	0.0403	0.2381	0.4075	0.5021	0.5768	0.4763	0.4816	0.4847	0.2536
530.878	0.0413	0.2395	0.4115	0.5048	0.5784	0.4751	0.4797	0.4768	0.2504
530.8826	0.0413	0.2409	0.4129	0.5056	0.5792	0.4745	0.4797	0.4768	0.2483
530.9008	0.0433	0.2453	0.4196	0.5109	0.5826	0.4714	0.4739	0.4655	0.2384
530.9145	0.0443	0.2496	0.4249	0.5145	0.5863	0.4695	0.472	0.4585	0.2325
530.919	0.0453	0.2511	0.4263	0.5154	0.5872	0.4689	0.47	0.4551	0.2308
530.9418	0.0473	0.257	0.4357	0.5216	0.592	0.465	0.4642	0.443	0.2234
530.9555	0.0493	0.2613	0.441	0.5261	0.5958	0.4624	0.4623	0.4357	0.2196
530.9601	0.0493	0.2628	0.4424	0.527	0.5967	0.4618	0.4604	0.4336	0.2186
530.9783	0.0522	0.2685	0.4504	0.5325	0.6005	0.4594	0.4567	0.4236	0.2136
530.9829	0.0522	0.2699	0.4518	0.5335	0.6024	0.4583	0.4549	0.4223	0.2125
531.0011	0.0541	0.277	0.4598	0.5391	0.6062	0.4563	0.4514	0.4146	0.2073
531.0103	0.0558	0.2812	0.4638	0.5419	0.609	0.4554	0.4498	0.4115	0.2053
531.0148	0.0558	0.2826	0.4651	0.5439	0.61	0.455	0.4482	0.4107	0.2042
531.0194	0.0567	0.2841	0.4678	0.5448	0.611	0.4546	0.4482	0.409	0.2032
